ID,Game_ID,Team,Line,Book,Home_Team,Away_Team,Start_Time,League,Line_Update,WinProbability,BookB,TeamB,LineB,WinProbabilityB,CombineWinProbability,WagerB,PayoutB,WagerA,PayoutA,CombineWager,CombinePayuot,MinimumNetPayout,MaximumNetPayout,WagerARounded,PayoutARounded,CombineWagerRounded,CombinePayuotRounded,MinimumNetPayoutRounded,MaximumNetPayoutRounded
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,barstool,Los Angeles Angels,1.01,0.9900990099009901,1.0245817685216798,100,101.0,3.4827586206896552,101.0,103.48275862068965,202.0,-2.4827586206896513,-2.4827586206896513,3.0,87.0,103.0,188.0,-16.0,-16.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,foxbet,Los Angeles Angels,1.14,0.8771929824561404,0.91167574107683,100,113.99999999999999,3.93103448275862,113.99999999999999,103.93103448275862,227.99999999999997,10.068965517241367,10.068965517241367,4.0,116.0,104.0,230.0,9.999999999999986,9.999999999999986
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,mybookieag,Los Angeles Angels,1.35,0.7407407407407407,0.7752234993614303,100,135.0,4.655172413793103,135.0,104.65517241379311,270.0,30.34482758620689,30.34482758620689,5.0,145.0,105.0,280.0,30.0,30.0
c85afa0b4cf351a9f23f9384556fbd80,0,Minnesota Twins,29.0,betmgm,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:44,0.034482758620689655,pointsbetus,Los Angeles Angels,1.03,0.970873786407767,1.0053565450284567,100,103.0,3.5517241379310347,103.0,103.55172413793103,206.0,-0.551724137931032,-0.551724137931032,4.0,116.0,104.0,219.0,-1.0,-1.0
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,fanduel,Minnesota Twins,19.0,0.05263157894736842,1.0330237358101135,100,1900.0,1862.7450980392157,1900.0,1962.7450980392157,3800.0,-62.74509803921569,-62.74509803921569,1863.0,1900.26,1963.0,3800.26,-63.0,-63.0
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,betmgm,Minnesota Twins,29.0,0.034482758620689655,1.0148749154834347,100,2900.0,2843.1372549019607,2900.0,2943.1372549019607,5800.0,-43.13725490196066,-43.13725490196066,2843.0,2899.86,2943.0,5799.860000000001,-43.13999999999987,-43.13999999999987
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,unibet_us,Minnesota Twins,16.0,0.0625,1.0428921568627452,100,1600.0,1568.627450980392,1600.0,1668.627450980392,3200.0,-68.62745098039204,-68.62745098039204,1569.0,1600.38,1669.0,3200.38,-69.0,-69.0
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,twinspires,Minnesota Twins,8.0,0.125,1.1053921568627452,100,800.0,784.313725490196,800.0,884.313725490196,1600.0,-84.31372549019602,-84.31372549019602,784.0,799.6800000000001,884.0,1599.68,-84.31999999999994,-84.31999999999994
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,sugarhouse,Minnesota Twins,7.0,0.14285714285714285,1.123249299719888,100,700.0,686.2745098039215,700.0,786.2745098039215,1400.0,-86.27450980392155,-86.27450980392155,686.0,699.72,786.0,1399.72,-86.27999999999997,-86.27999999999997
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,barstool,Minnesota Twins,16.0,0.0625,1.0428921568627452,100,1600.0,1568.627450980392,1600.0,1668.627450980392,3200.0,-68.62745098039204,-68.62745098039204,1569.0,1600.38,1669.0,3200.38,-69.0,-69.0
c85afa0b4cf351a9f23f9384556fbd80,0,Los Angeles Angels,1.02,draftkings,Los Angeles Angels,Minnesota Twins,2023-05-19 21:38:00,MLB,2023-05-20 00:19:14,0.9803921568627451,foxbet,Minnesota Twins,5.0,0.2,1.1803921568627451,100,500.0,490.19607843137254,500.0,590.1960784313726,1000.0,-90.1960784313726,-90.1960784313726,490.0,499.8,590.0,999.8,-90.19999999999999,-90.19999999999999
